0.48,100, 1.06295108, 2.50592169, 1.63330141, 0.00184599, 0.00613460, 0.00393128, 100, 1.06295108, 2.50592169, 1.63330141, 0.00184599, 0.00613460, 0.00393128
0.5,100, 1.06438056, 2.29006506, 1.55984605, 0.00154589, 0.00528704, 0.00335214, 100, 1.06438056, 2.29006506, 1.55984605, 0.00154589, 0.00528704, 0.00335214
0.52,100, 1.06512421, 2.12578672, 1.50773266, 0.00199810, 0.00422978, 0.00287840, 100, 1.06512421, 2.12578672, 1.50773266, 0.00199810, 0.00422978, 0.00287840
0.54,100, 1.06363287, 1.96846960, 1.45979044, 0.00190767, 0.00524391, 0.00301931, 100, 1.06363287, 1.96846960, 1.45979044, 0.00190767, 0.00524391, 0.00301931
0.56,100, 1.06398846, 1.82808343, 1.40776046, 0.00164255, 0.00457754, 0.00390026, 100, 1.06398846, 1.82808343, 1.40776046, 0.00164255, 0.00457754, 0.00390026
0.58,100, 1.07055451, 1.71367734, 1.37994033, 0.00230722, 0.00357527, 0.00290162, 100, 1.07055451, 1.71367734, 1.37994033, 0.00230722, 0.00357527, 0.00290162
0.6,100, 1.07572662, 1.59318533, 1.33661904, 0.00201688, 0.00287479, 0.00287591, 100, 1.07572662, 1.59318533, 1.33661904, 0.00201688, 0.00287479, 0.00287591
0.62,100, 1.08382007, 1.50572714, 1.31089416, 0.00166150, 0.00321433, 0.00255350, 100, 1.08382007, 1.50572714, 1.31089416, 0.00166150, 0.00321433, 0.00255350
0.64,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.66,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.68,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.7,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
